Ýstanbul Barajlarýnýn Günlük Doluluk Oranlarý (%);;;;;;;;;;
Tarih;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar
2.02.2015;95,62%;86,35%;93,79%;99,61%;98,57%;70,15%;51,84%;100,00%;96,76%;99,99%
3.02.2015;95,79%;88,96%;96,25%;98,04%;100,00%;77,72%;54,05%;100,00%;91,80%;99,99%
4.02.2015;98,64%;90,34%;92,46%;98,83%;100,00%;80,54%;54,91%;100,00%;91,80%;99,99%
5.02.2015;98,22%;90,87%;93,21%;99,22%;100,00%;81,29%;55,70%;100,00%;91,62%;99,99%
6.02.2015;97,88%;91,30%;93,13%;98,44%;99,12%;82,04%;56,11%;100,00%;92,00%;99,99%
7.02.2015;97,38%;91,55%;93,96%;98,83%;98,46%;82,42%;56,37%;100,00%;92,20%;99,99%
8.02.2015;96,96%;91,80%;95,10%;99,02%;98,03%;83,17%;56,37%;100,00%;92,49%;99,96%
9.02.2015;96,54%;92,35%;97,08%;98,24%;98,46%;84,86%;57,18%;100,00%;92,30%;99,97%
10.02.2015;96,37%;93,00%;97,71%;98,04%;98,79%;85,80%;57,65%;100,00%;92,30%;99,96%
11.02.2015;96,62%;93,85%;98,44%;98,83%;99,23%;87,49%;58,44%;100,00%;92,30%;99,96%
12.02.2015;97,72%;94,92%;98,54%;98,83%;99,78%;87,49%;58,88%;100,00%;92,20%;99,95%
13.02.2015;99,83%;98,53%;95,63%;99,02%;100,00%;88,43%;59,60%;100,00%;91,80%;99,95%
14.02.2015;99,83%;100,00%;99,06%;99,41%;100,00%;90,68%;60,46%;100,00%;91,80%;99,99%
15.02.2015;99,83%;100,00%;100,00%;98,63%;100,00%;92,56%;61,00%;100,00%;91,80%;99,99%
16.02.2015;99,75%;100,00%;100,00%;99,02%;100,00%;94,45%;61,77%;100,00%;91,35%;99,99%
17.02.2015;99,75%;100,00%;94,46%;98,83%;99,45%;94,45%;62,38%;100,00%;92,00%;99,99%
18.02.2015;99,75%;100,00%;95,42%;98,83%;97,70%;93,13%;63,14%;100,00%;92,79%;99,99%
19.02.2015;99,75%;100,00%;96,15%;98,63%;95,96%;89,37%;64,05%;100,00%;93,32%;99,99%
20.02.2015;99,83%;100,00%;95,94%;98,04%;94,88%;88,81%;64,67%;100,00%;93,64%;99,99%
21.02.2015;100,00%;100,00%;93,29%;97,85%;96,18%;90,87%;65,91%;100,00%;94,42%;99,99%
22.02.2015;100,00%;100,00%;95,83%;99,22%;98,68%;94,25%;67,46%;100,00%;95,16%;99,99%
23.02.2015;100,00%;100,00%;98,75%;98,83%;99,89%;95,79%;68,97%;100,00%;95,83%;99,99%
24.02.2015;100,00%;100,00%;100,00%;98,83%;100,00%;98,08%;71,60%;100,00%;95,83%;99,99%
25.02.2015;100,00%;100,00%;100,00%;99,61%;100,00%;97,13%;73,43%;100,00%;95,41%;99,99%
26.02.2015;100,00%;100,00%;98,65%;98,24%;99,67%;96,94%;74,63%;100,00%;94,99%;99,99%
27.02.2015;100,00%;100,00%;99,06%;98,44%;100,00%;97,70%;74,63%;100,00%;94,19%;99,99%
28.02.2015;100,00%;100,00%;99,90%;98,63%;100,00%;97,70%;74,82%;100,00%;93,32%;99,99%
1.03.2015;100,00%;100,00%;100,00%;98,63%;99,12%;97,51%;75,11%;100,00%;92,79%;99,99%
2.03.2015;99,15%;100,00%;100,00%;98,44%;99,34%;97,32%;75,11%;100,00%;91,80%;99,99%
3.03.2015;98,31%;100,00%;100,00%;98,24%;99,78%;97,13%;75,38%;100,00%;91,80%;99,99%
4.03.2015;97,55%;100,00%;100,00%;98,63%;100,00%;97,51%;75,62%;100,00%;92,49%;99,99%
5.03.2015;96,37%;100,00%;100,00%;98,63%;100,00%;97,70%;75,62%;100,00%;93,11%;99,99%
6.03.2015;95,62%;100,00%;100,00%;98,63%;100,00%;97,89%;75,93%;100,00%;93,85%;99,99%
7.03.2015;95,12%;100,00%;99,27%;98,44%;99,34%;97,70%;76,09%;100,00%;94,53%;99,99%
8.03.2015;94,87%;100,00%;99,27%;98,04%;98,36%;97,32%;76,17%;100,00%;95,07%;99,99%
9.03.2015;94,71%;100,00%;99,27%;98,04%;98,36%;97,13%;76,69%;100,00%;95,41%;99,99%
10.03.2015;94,37%;100,00%;99,38%;98,04%;98,57%;97,13%;76,69%;100,00%;95,66%;99,99%
11.03.2015;94,29%;100,00%;99,38%;97,66%;98,68%;97,13%;76,32%;100,00%;95,93%;99,99%
12.03.2015;93,88%;100,00%;99,38%;97,66%;98,68%;97,32%;76,24%;100,00%;96,30%;99,99%
